stream,department,job_role,company_level,company_name,location,required_skills
UG,BA,Marketing Executive,Startup,Unacademy,Mumbai,Digital Marketing
UG,BA,Operations Coordinator,Startup,Razorpay,Hyderabad,Operations
UG,BCom,Accounts Executive,Startup,Meesho,Bengaluru,"Accounting, Tally"
UG,BCA,QA Tester,Startup,Groww,Bengaluru,Manual Testing
UG,BA,Content Analyst,Startup,Nykaa,Chennai,Content Writing
UG,BA,HR Executive,Startup,Groww,Bengaluru,Recruitment
UG,BSc,Data Analyst,Startup,Unacademy,Delhi,"Excel, SQL"
UG,BA,HR Executive,Startup,BigBasket,Pune,Recruitment
UG,BCA,QA Tester,Startup,Udaan,Hyderabad,Manual Testing
UG,BCA,System Support Executive,Startup,BigBasket,Mumbai,"OS, Networking"
UG,BCom,Audit Assistant,Startup,Swiggy,Chennai,Auditing
UG,BSc,Lab Assistant,Startup,Swiggy,Mumbai,Lab Techniques
UG,BSc,Data Analyst,Startup,Unacademy,Mumbai,"Excel, SQL"
UG,BCom,Operations Executive,Startup,Meesho,Mumbai,Business Ops
UG,BCom,Finance Executive,Startup,Unacademy,Mumbai,Finance Basics
UG,BA,Research Assistant,Startup,Zomato,Mumbai,Documentation
UG,BCom,Business Analyst,Startup,Byjus,Mumbai,"Excel, Reporting"
UG,BSc,Quality Analyst,Startup,Udaan,Pune,Basic QA
UG,BCA,Web Developer,Startup,Unacademy,Mumbai,"HTML, CSS, JS"
UG,BCom,Business Analyst,Startup,Razorpay,Mumbai,"Excel, Reporting"
UG,BSc,Quality Analyst,Startup,Udaan,Pune,Basic QA
UG,BCA,QA Tester,Startup,Licious,Delhi,Manual Testing
UG,BA,Research Assistant,Startup,PolicyBazaar,Chennai,Documentation
UG,BA,HR Executive,Startup,Byjus,Mumbai,Recruitment
UG,BCA,System Support Executive,Startup,Unacademy,Mumbai,"OS, Networking"
UG,BSc,Research Assistant,Startup,CRED,Delhi,Data Collection
UG,BA,Marketing Executive,Startup,Swiggy,Hyderabad,Digital Marketing
UG,BCom,Accounts Executive,Startup,Byjus,Hyderabad,"Accounting, Tally"
UG,BSc,Research Assistant,Startup,Unacademy,Chennai,Data Collection
UG,BA,Marketing Executive,Startup,Swiggy,Chennai,Digital Marketing
UG,BCom,Operations Executive,Startup,Udaan,Hyderabad,Business Ops
UG,BA,HR Executive,Startup,PolicyBazaar,Pune,Recruitment
UG,BCom,Accounts Executive,Startup,Zomato,Bengaluru,"Accounting, Tally"
UG,BCom,Accounts Executive,Startup,Udaan,Chennai,"Accounting, Tally"
UG,BSc,Research Assistant,Startup,Razorpay,Mumbai,Data Collection
UG,BA,Marketing Executive,Startup,Swiggy,Mumbai,Digital Marketing
UG,BA,Marketing Executive,Startup,Groww,Hyderabad,Digital Marketing
UG,BCA,Junior Software Developer,Startup,PolicyBazaar,Hyderabad,"Python, Java"
UG,BCom,Business Analyst,Startup,Nykaa,Bengaluru,"Excel, Reporting"
UG,BSc,Lab Assistant,Startup,Swiggy,Pune,Lab Techniques
UG,BCA,System Support Executive,Startup,Licious,Delhi,"OS, Networking"
UG,BCA,Junior Software Developer,Startup,Byjus,Bengaluru,"Python, Java"
UG,BCom,Audit Assistant,Startup,Razorpay,Mumbai,Auditing
UG,BSc,Research Assistant,Startup,BigBasket,Mumbai,Data Collection
UG,BA,Operations Coordinator,Startup,PolicyBazaar,Delhi,Operations
UG,BA,Operations Coordinator,Startup,CRED,Chennai,Operations
UG,BSc,Lab Assistant,Startup,PolicyBazaar,Hyderabad,Lab Techniques
UG,BSc,Junior Scientist,Startup,PolicyBazaar,Bengaluru,Scientific Methods
UG,BCom,Operations Executive,Startup,Unacademy,Hyderabad,Business Ops
UG,BCA,Junior Software Developer,Startup,PhonePe,Chennai,"Python, Java"
UG,BSc,Research Assistant,Startup,Nykaa,Mumbai,Data Collection
UG,BCA,System Support Executive,Startup,PolicyBazaar,Chennai,"OS, Networking"
UG,BSc,Quality Analyst,Startup,PolicyBazaar,Bengaluru,Basic QA
UG,BCA,System Support Executive,Startup,Urban Company,Bengaluru,"OS, Networking"
UG,BCom,Business Analyst,Startup,Zomato,Chennai,"Excel, Reporting"
UG,BCA,Web Developer,Startup,Zomato,Delhi,"HTML, CSS, JS"
UG,BA,Content Analyst,Startup,Razorpay,Hyderabad,Content Writing
UG,BA,HR Executive,Startup,CRED,Pune,Recruitment
UG,BA,Marketing Executive,Startup,Razorpay,Delhi,Digital Marketing
UG,BA,HR Executive,Startup,Urban Company,Hyderabad,Recruitment
UG,BSc,Data Analyst,Startup,CRED,Bengaluru,"Excel, SQL"
UG,BCA,QA Tester,Startup,Nykaa,Bengaluru,Manual Testing
UG,BCom,Accounts Executive,Startup,Unacademy,Delhi,"Accounting, Tally"
UG,BCA,System Support Executive,Startup,PhonePe,Chennai,"OS, Networking"
UG,BA,Marketing Executive,Startup,Groww,Bengaluru,Digital Marketing
UG,BSc,Lab Assistant,Startup,Nykaa,Pune,Lab Techniques
UG,BCA,Junior Software Developer,Startup,Swiggy,Chennai,"Python, Java"
UG,BCA,Database Assistant,Startup,PhonePe,Chennai,MySQL
UG,BA,HR Executive,Startup,Groww,Delhi,Recruitment
UG,BA,HR Executive,Startup,Swiggy,Mumbai,Recruitment
UG,BA,Marketing Executive,Startup,Byjus,Delhi,Digital Marketing
UG,BCA,Web Developer,Startup,Meesho,Chennai,"HTML, CSS, JS"
UG,BSc,Data Analyst,Startup,Razorpay,Pune,"Excel, SQL"
UG,BSc,Quality Analyst,Startup,BigBasket,Mumbai,Basic QA
UG,BSc,Research Assistant,Startup,Nykaa,Pune,Data Collection
UG,BCom,Business Analyst,Startup,Zomato,Bengaluru,"Excel, Reporting"
UG,BSc,Junior Scientist,Startup,Licious,Mumbai,Scientific Methods
UG,BCA,System Support Executive,Startup,Urban Company,Delhi,"OS, Networking"
UG,BCom,Business Analyst,Startup,BigBasket,Hyderabad,"Excel, Reporting"
UG,BSc,Junior Scientist,Startup,Zomato,Pune,Scientific Methods
UG,BCom,Accounts Executive,Startup,PolicyBazaar,Hyderabad,"Accounting, Tally"
UG,BCA,System Support Executive,Startup,Razorpay,Mumbai,"OS, Networking"
UG,BCA,Junior Software Developer,Startup,Unacademy,Hyderabad,"Python, Java"
UG,BSc,Junior Scientist,Startup,PolicyBazaar,Mumbai,Scientific Methods
UG,BA,HR Executive,Startup,Nykaa,Pune,Recruitment
UG,BCA,Junior Software Developer,Startup,CRED,Hyderabad,"Python, Java"
UG,BSc,Data Analyst,Startup,PhonePe,Pune,"Excel, SQL"
UG,BA,Marketing Executive,Startup,Nykaa,Mumbai,Digital Marketing
UG,BCA,System Support Executive,Startup,Unacademy,Hyderabad,"OS, Networking"
UG,BCom,Audit Assistant,Startup,Zomato,Hyderabad,Auditing
UG,BCom,Accounts Executive,Startup,Udaan,Hyderabad,"Accounting, Tally"
UG,BSc,Quality Analyst,Startup,Licious,Bengaluru,Basic QA
UG,BSc,Data Analyst,Startup,Meesho,Delhi,"Excel, SQL"
UG,BSc,Junior Scientist,Startup,PolicyBazaar,Pune,Scientific Methods
UG,BCA,Junior Software Developer,Startup,Byjus,Bengaluru,"Python, Java"
UG,BA,Operations Coordinator,Startup,CRED,Pune,Operations
UG,BSc,Lab Assistant,Startup,Groww,Chennai,Lab Techniques
UG,BCA,Junior Software Developer,Mid,Mphasis,Bengaluru,"Python, Java"
UG,BCA,System Support Executive,Mid,LTIMindtree,Delhi,"OS, Networking"
UG,BCA,QA Tester,Mid,Mphasis,Hyderabad,Manual Testing
UG,BSc,Research Assistant,Mid,LTIMindtree,Bengaluru,Data Collection
UG,BSc,Lab Assistant,Mid,Hexaware,Chennai,Lab Techniques
UG,BCom,Operations Executive,Mid,Freshworks,Mumbai,Business Ops
UG,BCA,System Support Executive,Mid,Freshworks,Mumbai,"OS, Networking"
UG,BCom,Finance Executive,Mid,Birlasoft,Delhi,Finance Basics
UG,BCA,System Support Executive,Mid,Freshworks,Pune,"OS, Networking"
UG,BSc,Data Analyst,Mid,Virtusa,Chennai,"Excel, SQL"
UG,BSc,Quality Analyst,Mid,Zoho,Chennai,Basic QA
UG,BCom,Business Analyst,Mid,Birlasoft,Mumbai,"Excel, Reporting"
UG,BA,Marketing Executive,Mid,Hexaware,Hyderabad,Digital Marketing
UG,BCom,Business Analyst,Mid,Mphasis,Delhi,"Excel, Reporting"
UG,BA,Operations Coordinator,Mid,Hexaware,Bengaluru,Operations
UG,BSc,Research Assistant,Mid,Birlasoft,Bengaluru,Data Collection
UG,BA,HR Executive,Mid,UST Global,Mumbai,Recruitment
UG,BSc,Quality Analyst,Mid,LTIMindtree,Delhi,Basic QA
UG,BCom,Finance Executive,Mid,LTIMindtree,Bengaluru,Finance Basics
UG,BCA,Web Developer,Mid,Hexaware,Chennai,"HTML, CSS, JS"
UG,BCA,QA Tester,Mid,Birlasoft,Bengaluru,Manual Testing
UG,BCA,Junior Software Developer,Mid,UST Global,Hyderabad,"Python, Java"
UG,BCom,Accounts Executive,Mid,Freshworks,Bengaluru,"Accounting, Tally"
UG,BSc,Quality Analyst,Mid,Freshworks,Pune,Basic QA
UG,BCA,Junior Software Developer,Mid,Zoho,Pune,"Python, Java"
UG,BCA,System Support Executive,Mid,Zoho,Bengaluru,"OS, Networking"
UG,BSc,Quality Analyst,Mid,Zoho,Mumbai,Basic QA
UG,BCom,Finance Executive,Mid,LTIMindtree,Hyderabad,Finance Basics
UG,BA,Operations Coordinator,Mid,Hexaware,Pune,Operations
UG,BCom,Business Analyst,Mid,LTIMindtree,Hyderabad,"Excel, Reporting"
UG,BA,HR Executive,Mid,Birlasoft,Bengaluru,Recruitment
UG,BCA,Web Developer,Mid,Virtusa,Chennai,"HTML, CSS, JS"
UG,BCA,System Support Executive,Mid,UST Global,Bengaluru,"OS, Networking"
UG,BCom,Audit Assistant,Mid,Mphasis,Mumbai,Auditing
UG,BCom,Operations Executive,Mid,Zoho,Delhi,Business Ops
UG,BA,HR Executive,Mid,Hexaware,Mumbai,Recruitment
UG,BCom,Accounts Executive,Mid,Mphasis,Mumbai,"Accounting, Tally"
UG,BSc,Data Analyst,Mid,Zoho,Pune,"Excel, SQL"
UG,BSc,Junior Scientist,Mid,Virtusa,Mumbai,Scientific Methods
UG,BSc,Lab Assistant,Mid,Hexaware,Mumbai,Lab Techniques
UG,BSc,Lab Assistant,Mid,Zoho,Bengaluru,Lab Techniques
UG,BCA,Database Assistant,Mid,Hexaware,Delhi,MySQL
UG,BCA,Web Developer,Mid,UST Global,Chennai,"HTML, CSS, JS"
UG,BCom,Finance Executive,Mid,Mphasis,Bengaluru,Finance Basics
UG,BSc,Research Assistant,Mid,Mphasis,Hyderabad,Data Collection
UG,BCA,Web Developer,Mid,Mphasis,Mumbai,"HTML, CSS, JS"
UG,BA,HR Executive,Mid,Freshworks,Chennai,Recruitment
UG,BCom,Business Analyst,Mid,Hexaware,Pune,"Excel, Reporting"
UG,BA,Content Analyst,Mid,LTIMindtree,Hyderabad,Content Writing
UG,BCA,Web Developer,Mid,Birlasoft,Hyderabad,"HTML, CSS, JS"
UG,BSc,Data Analyst,Mid,Freshworks,Chennai,"Excel, SQL"
UG,BA,HR Executive,Mid,Freshworks,Chennai,Recruitment
UG,BCA,Junior Software Developer,Mid,Zoho,Mumbai,"Python, Java"
UG,BCA,Web Developer,Mid,Zoho,Bengaluru,"HTML, CSS, JS"
UG,BCA,Database Assistant,Mid,Virtusa,Pune,MySQL
UG,BCA,QA Tester,Mid,Hexaware,Hyderabad,Manual Testing
UG,BCom,Finance Executive,Mid,Birlasoft,Chennai,Finance Basics
UG,BCom,Business Analyst,Mid,UST Global,Hyderabad,"Excel, Reporting"
UG,BSc,Research Assistant,Mid,Freshworks,Pune,Data Collection
UG,BCom,Audit Assistant,Mid,UST Global,Chennai,Auditing
UG,BSc,Research Assistant,Mid,Virtusa,Hyderabad,Data Collection
UG,BCom,Finance Executive,Mid,Zoho,Pune,Finance Basics
UG,BCom,Audit Assistant,Mid,LTIMindtree,Delhi,Auditing
UG,BA,Marketing Executive,Mid,Virtusa,Chennai,Digital Marketing
UG,BA,Operations Coordinator,Mid,Zoho,Pune,Operations
UG,BCom,Accounts Executive,Mid,Hexaware,Mumbai,"Accounting, Tally"
UG,BA,HR Executive,Mid,Freshworks,Mumbai,Recruitment
UG,BSc,Junior Scientist,Mid,LTIMindtree,Mumbai,Scientific Methods
UG,BCA,Database Assistant,Mid,Virtusa,Delhi,MySQL
UG,BSc,Junior Scientist,Mid,Mphasis,Bengaluru,Scientific Methods
UG,BSc,Lab Assistant,Mid,Hexaware,Hyderabad,Lab Techniques
UG,BA,Operations Coordinator,Mid,Freshworks,Hyderabad,Operations
UG,BSc,Junior Scientist,Mid,Birlasoft,Chennai,Scientific Methods
UG,BCA,Junior Software Developer,Mid,Birlasoft,Chennai,"Python, Java"
