stream,department,job_role,company_level,company_name,location,required_skills
Pharmacy,Pharmacology,Medical Writer,Startup,Plix,Mumbai,Clinical Documentation
Pharmacy,Pharmaceutics,Quality Assurance Officer,Startup,NetMeds,Mumbai,"QA, Documentation"
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Startup,Wellness Forever,Pune,Lab QA
Pharmacy,Pharmacology,Drug Safety Associate,Startup,Tata 1mg,Ahmedabad,Pharmacovigilance
Pharmacy,Pharmaceutics,Quality Assurance Officer,Startup,Bold Care,Mumbai,"QA, Documentation"
Pharmacy,Pharmaceutics,Validation Executive,Startup,PharmEasy,Pune,Process Validation
Pharmacy,Pharmaceutics,Research Associate,Startup,Tata 1mg,Hyderabad,Pharmaceutical Research
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Startup,Truemeds,Pune,Lab QA
Pharmacy,Pharmacology,Drug Safety Associate,Startup,HealthKart,Hyderabad,Pharmacovigilance
Pharmacy,Pharmacology,Drug Safety Associate,Startup,Truemeds,Chennai,Pharmacovigilance
Pharmacy,Pharmaceutics,Formulation Scientist,Startup,Truemeds,Pune,"Drug Formulation, GMP"
Pharmacy,Pharmaceutical Analysis,Analytical Chemist,Startup,Medlife,Hyderabad,Method Validation
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Startup,Himalayan Organics,Ahmedabad,Lab QA
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Startup,Wellness Forever,Pune,Lab QA
Pharmacy,Pharmaceutical Analysis,Analytical Chemist,Startup,Tata 1mg,Mumbai,Method Validation
Pharmacy,Pharmaceutics,Formulation Scientist,Startup,Tata 1mg,Hyderabad,"Drug Formulation, GMP"
Pharmacy,Pharmaceutics,Validation Executive,Startup,Himalayan Organics,Hyderabad,Process Validation
Pharmacy,Pharmaceutics,Validation Executive,Startup,Plix,Pune,Process Validation
Pharmacy,Pharmaceutics,Validation Executive,Startup,Wellness Forever,Bengaluru,Process Validation
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Startup,Tata 1mg,Pune,Lab QA
Pharmacy,Pharmaceutics,Quality Assurance Officer,Startup,HealthKart,Ahmedabad,"QA, Documentation"
Pharmacy,Pharmacology,Drug Safety Associate,Startup,Himalayan Organics,Pune,Pharmacovigilance
Pharmacy,Pharmaceutical Analysis,QC Analyst,Startup,Truemeds,Chennai,"HPLC, GC"
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Startup,Tata 1mg,Hyderabad,Lab QA
Pharmacy,Pharmacology,Drug Safety Associate,Startup,Plix,Hyderabad,Pharmacovigilance
Pharmacy,Pharmaceutics,Production Executive,Startup,Wellness Forever,Ahmedabad,"Manufacturing, SOP"
Pharmacy,Pharmacology,Drug Safety Associate,Startup,Truemeds,Ahmedabad,Pharmacovigilance
Pharmacy,Pharmacology,Clinical Research Associate,Startup,Truemeds,Bengaluru,Clinical Trials
Pharmacy,Pharmaceutical Analysis,Stability Analyst,Startup,Bold Care,Ahmedabad,Stability Studies
Pharmacy,Pharmaceutical Analysis,Calibration Executive,Startup,Wellness Forever,Pune,Instrument Calibration
Pharmacy,Pharmacology,Medical Writer,Startup,NetMeds,Ahmedabad,Clinical Documentation
Pharmacy,Pharmaceutical Analysis,Analytical Chemist,Startup,Tata 1mg,Ahmedabad,Method Validation
Pharmacy,Pharmaceutics,Production Executive,Startup,Bold Care,Chennai,"Manufacturing, SOP"
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Startup,PharmEasy,Mumbai,Lab QA
Pharmacy,Pharmaceutics,Research Associate,Startup,Plix,Bengaluru,Pharmaceutical Research
Pharmacy,Pharmaceutics,Validation Executive,Startup,Truemeds,Bengaluru,Process Validation
Pharmacy,Pharmaceutics,Production Executive,Startup,Tata 1mg,Hyderabad,"Manufacturing, SOP"
Pharmacy,Pharmaceutical Analysis,Calibration Executive,Startup,Wellness Forever,Pune,Instrument Calibration
Pharmacy,Pharmaceutical Analysis,Stability Analyst,Startup,Himalayan Organics,Bengaluru,Stability Studies
Pharmacy,Pharmaceutics,Quality Assurance Officer,Startup,Tata 1mg,Pune,"QA, Documentation"
Pharmacy,Pharmacology,Regulatory Affairs Executive,Startup,Himalayan Organics,Ahmedabad,Drug Regulations
Pharmacy,Pharmaceutics,Validation Executive,Startup,Himalayan Organics,Ahmedabad,Process Validation
Pharmacy,Pharmaceutics,Quality Assurance Officer,Startup,Plix,Bengaluru,"QA, Documentation"
Pharmacy,Pharmaceutical Analysis,QC Analyst,Startup,Tata 1mg,Chennai,"HPLC, GC"
Pharmacy,Pharmacology,Drug Safety Associate,Startup,Wellness Forever,Ahmedabad,Pharmacovigilance
Pharmacy,Pharmaceutical Analysis,Stability Analyst,Startup,Tata 1mg,Pune,Stability Studies
Pharmacy,Pharmaceutical Analysis,QC Analyst,Startup,NetMeds,Bengaluru,"HPLC, GC"
Pharmacy,Pharmaceutics,Quality Assurance Officer,Startup,Medlife,Chennai,"QA, Documentation"
Pharmacy,Pharmacology,Regulatory Affairs Executive,Startup,Wellness Forever,Bengaluru,Drug Regulations
Pharmacy,Pharmacology,Regulatory Affairs Executive,Startup,Plix,Mumbai,Drug Regulations
Pharmacy,Pharmaceutics,Quality Assurance Officer,Startup,Truemeds,Bengaluru,"QA, Documentation"
Pharmacy,Pharmaceutical Analysis,Analytical Chemist,Startup,PharmEasy,Mumbai,Method Validation
Pharmacy,Pharmaceutics,Research Associate,Startup,NetMeds,Mumbai,Pharmaceutical Research
Pharmacy,Pharmaceutical Analysis,Analytical Chemist,Startup,Wellness Forever,Chennai,Method Validation
Pharmacy,Pharmaceutical Analysis,QC Analyst,Startup,HealthKart,Bengaluru,"HPLC, GC"
Pharmacy,Pharmacology,Medical Writer,Startup,Wellness Forever,Hyderabad,Clinical Documentation
Pharmacy,Pharmaceutical Analysis,QC Analyst,Startup,PharmEasy,Bengaluru,"HPLC, GC"
Pharmacy,Pharmacology,Drug Safety Associate,Startup,PharmEasy,Mumbai,Pharmacovigilance
Pharmacy,Pharmacology,Pharmacovigilance Analyst,Startup,PharmEasy,Ahmedabad,Adverse Event Reporting
Pharmacy,Pharmacology,Drug Safety Associate,Startup,HealthKart,Bengaluru,Pharmacovigilance
Pharmacy,Pharmacology,Medical Writer,Startup,PharmEasy,Mumbai,Clinical Documentation
Pharmacy,Pharmacology,Medical Writer,Startup,NetMeds,Mumbai,Clinical Documentation
Pharmacy,Pharmaceutics,Production Executive,Startup,NetMeds,Ahmedabad,"Manufacturing, SOP"
Pharmacy,Pharmaceutics,Validation Executive,Startup,Truemeds,Bengaluru,Process Validation
Pharmacy,Pharmaceutics,Validation Executive,Startup,Bold Care,Hyderabad,Process Validation
Pharmacy,Pharmaceutical Analysis,Stability Analyst,Startup,Wellness Forever,Bengaluru,Stability Studies
Pharmacy,Pharmacology,Drug Safety Associate,Startup,Himalayan Organics,Hyderabad,Pharmacovigilance
Pharmacy,Pharmaceutics,Validation Executive,Startup,Plix,Mumbai,Process Validation
Pharmacy,Pharmacology,Regulatory Affairs Executive,Startup,Truemeds,Pune,Drug Regulations
Pharmacy,Pharmaceutics,Quality Assurance Officer,Startup,PharmEasy,Pune,"QA, Documentation"
Pharmacy,Pharmacology,Drug Safety Associate,Startup,NetMeds,Hyderabad,Pharmacovigilance
Pharmacy,Pharmacology,Regulatory Affairs Executive,Mid,Torrent Pharma,Hyderabad,Drug Regulations
Pharmacy,Pharmaceutical Analysis,Stability Analyst,Mid,Zydus Lifesciences,Bengaluru,Stability Studies
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Mid,Alembic Pharma,Hyderabad,Lab QA
Pharmacy,Pharmaceutics,Validation Executive,Mid,Glenmark,Pune,Process Validation
Pharmacy,Pharmaceutics,Research Associate,Mid,Torrent Pharma,Pune,Pharmaceutical Research
Pharmacy,Pharmaceutical Analysis,QC Analyst,Mid,Zydus Lifesciences,Bengaluru,"HPLC, GC"
Pharmacy,Pharmacology,Medical Writer,Mid,Zydus Lifesciences,Hyderabad,Clinical Documentation
Pharmacy,Pharmaceutics,Production Executive,Mid,Biocon,Mumbai,"Manufacturing, SOP"
Pharmacy,Pharmaceutics,Research Associate,Mid,Alembic Pharma,Bengaluru,Pharmaceutical Research
Pharmacy,Pharmaceutics,Research Associate,Mid,Natco Pharma,Hyderabad,Pharmaceutical Research
Pharmacy,Pharmaceutics,Quality Assurance Officer,Mid,Glenmark,Chennai,"QA, Documentation"
Pharmacy,Pharmacology,Drug Safety Associate,Mid,Biocon,Bengaluru,Pharmacovigilance
Pharmacy,Pharmacology,Medical Writer,Mid,IPCA Laboratories,Hyderabad,Clinical Documentation
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Mid,Zydus Lifesciences,Ahmedabad,Lab QA
Pharmacy,Pharmaceutical Analysis,Calibration Executive,Mid,Torrent Pharma,Hyderabad,Instrument Calibration
Pharmacy,Pharmacology,Pharmacovigilance Analyst,Mid,Alembic Pharma,Ahmedabad,Adverse Event Reporting
Pharmacy,Pharmaceutical Analysis,QC Analyst,Mid,Biocon,Ahmedabad,"HPLC, GC"
Pharmacy,Pharmacology,Pharmacovigilance Analyst,Mid,Alembic Pharma,Mumbai,Adverse Event Reporting
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Mid,IPCA Laboratories,Bengaluru,Lab QA
Pharmacy,Pharmaceutical Analysis,QC Analyst,Mid,Glenmark,Chennai,"HPLC, GC"
Pharmacy,Pharmacology,Clinical Research Associate,Mid,Natco Pharma,Chennai,Clinical Trials
Pharmacy,Pharmaceutics,Production Executive,Mid,Torrent Pharma,Bengaluru,"Manufacturing, SOP"
Pharmacy,Pharmacology,Drug Safety Associate,Mid,Biocon,Mumbai,Pharmacovigilance
Pharmacy,Pharmaceutics,Validation Executive,Mid,Natco Pharma,Hyderabad,Process Validation
Pharmacy,Pharmaceutics,Quality Assurance Officer,Mid,Glenmark,Ahmedabad,"QA, Documentation"
Pharmacy,Pharmaceutics,Formulation Scientist,Mid,Alkem Laboratories,Chennai,"Drug Formulation, GMP"
Pharmacy,Pharmacology,Clinical Research Associate,Mid,Alkem Laboratories,Ahmedabad,Clinical Trials
Pharmacy,Pharmaceutics,Quality Assurance Officer,Mid,Glenmark,Bengaluru,"QA, Documentation"
Pharmacy,Pharmaceutical Analysis,QC Analyst,Mid,Biocon,Hyderabad,"HPLC, GC"
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Mid,Natco Pharma,Mumbai,Lab QA
Pharmacy,Pharmacology,Drug Safety Associate,Mid,Biocon,Bengaluru,Pharmacovigilance
Pharmacy,Pharmaceutical Analysis,Stability Analyst,Mid,IPCA Laboratories,Chennai,Stability Studies
Pharmacy,Pharmaceutics,Quality Assurance Officer,Mid,Natco Pharma,Chennai,"QA, Documentation"
Pharmacy,Pharmaceutics,Validation Executive,Mid,IPCA Laboratories,Mumbai,Process Validation
Pharmacy,Pharmaceutics,Research Associate,Mid,Natco Pharma,Bengaluru,Pharmaceutical Research
Pharmacy,Pharmaceutical Analysis,QC Analyst,Mid,Biocon,Ahmedabad,"HPLC, GC"
Pharmacy,Pharmaceutical Analysis,Stability Analyst,Mid,Biocon,Ahmedabad,Stability Studies
Pharmacy,Pharmacology,Medical Writer,Mid,Biocon,Chennai,Clinical Documentation
Pharmacy,Pharmaceutics,Research Associate,Mid,Zydus Lifesciences,Pune,Pharmaceutical Research
Pharmacy,Pharmaceutics,Formulation Scientist,Mid,Natco Pharma,Pune,"Drug Formulation, GMP"
Pharmacy,Pharmaceutics,Validation Executive,Mid,Torrent Pharma,Ahmedabad,Process Validation
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Mid,Zydus Lifesciences,Bengaluru,Lab QA
Pharmacy,Pharmaceutical Analysis,QC Analyst,Mid,Zydus Lifesciences,Pune,"HPLC, GC"
Pharmacy,Pharmaceutical Analysis,QC Analyst,Mid,Glenmark,Pune,"HPLC, GC"
Pharmacy,Pharmacology,Pharmacovigilance Analyst,Mid,IPCA Laboratories,Chennai,Adverse Event Reporting
Pharmacy,Pharmacology,Clinical Research Associate,Mid,Alkem Laboratories,Hyderabad,Clinical Trials
Pharmacy,Pharmacology,Regulatory Affairs Executive,Mid,Natco Pharma,Ahmedabad,Drug Regulations
Pharmacy,Pharmaceutics,Research Associate,Mid,Alkem Laboratories,Mumbai,Pharmaceutical Research
Pharmacy,Pharmacology,Clinical Research Associate,Mid,Alembic Pharma,Hyderabad,Clinical Trials
Pharmacy,Pharmaceutics,Quality Assurance Officer,Mid,Alembic Pharma,Pune,"QA, Documentation"
Pharmacy,Pharmacology,Clinical Research Associate,Mid,Alembic Pharma,Ahmedabad,Clinical Trials
Pharmacy,Pharmaceutical Analysis,QC Analyst,Mid,Alembic Pharma,Mumbai,"HPLC, GC"
Pharmacy,Pharmacology,Clinical Research Associate,Mid,Alembic Pharma,Hyderabad,Clinical Trials
Pharmacy,Pharmacology,Medical Writer,Mid,Alembic Pharma,Hyderabad,Clinical Documentation
Pharmacy,Pharmaceutics,Formulation Scientist,Mid,Alembic Pharma,Hyderabad,"Drug Formulation, GMP"
Pharmacy,Pharmaceutical Analysis,Analytical Chemist,Mid,Alembic Pharma,Hyderabad,Method Validation
Pharmacy,Pharmaceutical Analysis,Stability Analyst,Mid,Alembic Pharma,Pune,Stability Studies
Pharmacy,Pharmacology,Regulatory Affairs Executive,Mid,IPCA Laboratories,Chennai,Drug Regulations
Pharmacy,Pharmaceutics,Research Associate,Mid,IPCA Laboratories,Hyderabad,Pharmaceutical Research
Pharmacy,Pharmaceutical Analysis,Calibration Executive,Mid,Alkem Laboratories,Bengaluru,Instrument Calibration
Pharmacy,Pharmaceutical Analysis,Calibration Executive,Mid,Alembic Pharma,Chennai,Instrument Calibration
Pharmacy,Pharmacology,Regulatory Affairs Executive,Mid,IPCA Laboratories,Ahmedabad,Drug Regulations
Pharmacy,Pharmaceutical Analysis,Stability Analyst,Mid,Zydus Lifesciences,Mumbai,Stability Studies
Pharmacy,Pharmacology,Regulatory Affairs Executive,Mid,Zydus Lifesciences,Chennai,Drug Regulations
Pharmacy,Pharmaceutical Analysis,Stability Analyst,Mid,Natco Pharma,Bengaluru,Stability Studies
Pharmacy,Pharmacology,Medical Writer,Mid,Natco Pharma,Ahmedabad,Clinical Documentation
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Mid,Alkem Laboratories,Mumbai,Lab QA
Pharmacy,Pharmaceutical Analysis,Calibration Executive,Mid,IPCA Laboratories,Pune,Instrument Calibration
Pharmacy,Pharmacology,Drug Safety Associate,Mid,Zydus Lifesciences,Hyderabad,Pharmacovigilance
Pharmacy,Pharmaceutics,Quality Assurance Officer,Mid,Biocon,Chennai,"QA, Documentation"
Pharmacy,Pharmaceutics,Research Associate,Mid,IPCA Laboratories,Chennai,Pharmaceutical Research
Pharmacy,Pharmaceutics,Quality Assurance Officer,Mid,Zydus Lifesciences,Mumbai,"QA, Documentation"
Pharmacy,Pharmaceutical Analysis,Stability Analyst,Mid,Alembic Pharma,Hyderabad,Stability Studies
Pharmacy,Pharmaceutical Analysis,Analytical Chemist,Mid,Torrent Pharma,Pune,Method Validation
Pharmacy,Pharmaceutical Analysis,Analytical Chemist,Mid,Natco Pharma,Bengaluru,Method Validation
Pharmacy,Pharmaceutical Analysis,Calibration Executive,Mid,Torrent Pharma,Hyderabad,Instrument Calibration
Pharmacy,Pharmaceutics,Formulation Scientist,Mid,Torrent Pharma,Hyderabad,"Drug Formulation, GMP"
Pharmacy,Pharmaceutics,Validation Executive,Mid,Alembic Pharma,Hyderabad,Process Validation
Pharmacy,Pharmacology,Drug Safety Associate,Mid,IPCA Laboratories,Hyderabad,Pharmacovigilance
Pharmacy,Pharmacology,Clinical Research Associate,Mid,Glenmark,Bengaluru,Clinical Trials
Pharmacy,Pharmaceutical Analysis,QC Analyst,High,Novartis,Bengaluru,"HPLC, GC"
Pharmacy,Pharmaceutics,Validation Executive,High,Cipla,Pune,Process Validation
Pharmacy,Pharmacology,Regulatory Affairs Executive,High,Dr Reddy's,Ahmedabad,Drug Regulations
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,High,Cipla,Mumbai,Lab QA
Pharmacy,Pharmaceutics,Research Associate,High,Cipla,Ahmedabad,Pharmaceutical Research
Pharmacy,Pharmacology,Pharmacovigilance Analyst,High,Aurobindo Pharma,Chennai,Adverse Event Reporting
Pharmacy,Pharmacology,Drug Safety Associate,High,Pfizer,Mumbai,Pharmacovigilance
Pharmacy,Pharmaceutics,Formulation Scientist,High,Cipla,Bengaluru,"Drug Formulation, GMP"
Pharmacy,Pharmaceutics,Production Executive,High,Lupin,Hyderabad,"Manufacturing, SOP"
Pharmacy,Pharmaceutics,Quality Assurance Officer,High,Sun Pharma,Mumbai,"QA, Documentation"
Pharmacy,Pharmacology,Medical Writer,High,Abbott,Mumbai,Clinical Documentation
Pharmacy,Pharmaceutics,Formulation Scientist,High,Sanofi,Hyderabad,"Drug Formulation, GMP"
Pharmacy,Pharmaceutics,Research Associate,High,Cipla,Chennai,Pharmaceutical Research
Pharmacy,Pharmaceutical Analysis,QC Analyst,High,Dr Reddy's,Chennai,"HPLC, GC"
Pharmacy,Pharmacology,Regulatory Affairs Executive,High,Sanofi,Chennai,Drug Regulations
Pharmacy,Pharmaceutical Analysis,QC Analyst,High,Pfizer,Hyderabad,"HPLC, GC"
Pharmacy,Pharmaceutics,Validation Executive,High,Sun Pharma,Pune,Process Validation
Pharmacy,Pharmaceutics,Quality Assurance Officer,High,Sanofi,Mumbai,"QA, Documentation"
Pharmacy,Pharmacology,Drug Safety Associate,High,Dr Reddy's,Hyderabad,Pharmacovigilance
Pharmacy,Pharmaceutical Analysis,Calibration Executive,High,Cipla,Bengaluru,Instrument Calibration
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,High,Abbott,Bengaluru,Lab QA
Pharmacy,Pharmacology,Regulatory Affairs Executive,High,Sun Pharma,Bengaluru,Drug Regulations
Pharmacy,Pharmaceutics,Validation Executive,High,Pfizer,Mumbai,Process Validation
Pharmacy,Pharmacology,Clinical Research Associate,High,GSK,Chennai,Clinical Trials
Pharmacy,Pharmaceutics,Production Executive,High,Abbott,Chennai,"Manufacturing, SOP"
Pharmacy,Pharmaceutical Analysis,Calibration Executive,High,GSK,Hyderabad,Instrument Calibration
Pharmacy,Pharmacology,Clinical Research Associate,High,Pfizer,Chennai,Clinical Trials
Pharmacy,Pharmaceutics,Research Associate,High,Sun Pharma,Chennai,Pharmaceutical Research
Pharmacy,Pharmaceutics,Formulation Scientist,High,Sanofi,Bengaluru,"Drug Formulation, GMP"
Pharmacy,Pharmacology,Regulatory Affairs Executive,High,Pfizer,Chennai,Drug Regulations
